4264	2M00005414+5522241	219.72	1.99	2.34186959035	0.29885307641
4591	2M00011569+6314329	216.15	5.38	2.33475523987	0.730782275666
4287	2M00013842+7350554	215.4	5.01	2.33324569896	0.699837725867
4120	2M00013919+7005554	197.98	8.28	2.29662131992	0.918030336785
4590	2M00020648+0024553	215.09	4.19	2.33262021957	0.622214022966
4120	2M00025606+7014169	218.83	3.72	2.34010686035	0.570542939882
4548	2M00031620+1514100	236.86	6.73	2.37449172494	0.828015064224
4120	2M00033808+7018217	216.66	4.96	2.33577873881	0.69548167649
4548	2M00034257+1605111	190.97	4.8	2.2809651481	0.681241237376
4264	2M00042334+5626552	198.18	7.38	2.29705982408	0.868056361823
4120	2M00044189+6939114	213.57	4.53	2.32954024766	0.656098202013
4591	2M00050083+6349330	215.81	2.64	2.33407156474	0.42160392687
4120	2M00054456+7016443	235.29	4.22	2.37160346973	0.625312450962
4591	2M00054538+6234237	225.51	1.91	2.35316580497	0.281033367248
4590	2M00064478+0025574	222.48	2.91	2.34729097586	0.463892988986
4424	2M00064971+5737102	219.08	7.35	2.34060273226	0.866287339084
4424	2M00071354+5804306	221.78	6.76	2.34592237914	0.829946695942
4591	2M00072008+6241381	224.6	3.14	2.35140975193	0.496929648073
4217	2M00072527+8552481	240.7	3.87	2.38147609028	0.587710965019
4590	2M00073999+0105391	201.11	7.33	2.30343366601	0.865103974641
4120	2M00074863+7040220	215.25	1.5	2.33294316013	0.176091259056
4424	2M00090146+5725568	226.92	3.34	2.35587277489	0.523746466812
4424	2M00094842+5809242	229.08	3.63	2.35998717444	0.559906625036
4591	2M00095669+6338473	218.6	5.69	2.33965015761	0.755112266395
4590	2M00102423+0018469	255.18	0.26	2.4068466331	-0.585026652029
4424	2M00104636+5846102	202.86	4.05	2.30719642115	0.607455023215
4119	2M00110431+6604450	220.09	4.07	2.34260031042	0.609594409225
4119	2M00110648+6609349	218.94	4.54	2.34032511375	0.657055852857
4287	2M00111224+7349438	219.6	3.38	2.34163233578	0.528916700278
4119	2M00115043+6607347	218.01	3.66	2.33847641491	0.563481085394
4119	2M00121679+6629206	227.58	6.16	2.35713409309	0.789580712164
4119	2M00134571+6557495	226.2	5.4	2.35449260059	0.732393759823
4120	2M00135070+7207423	204.81	4.75	2.31135115757	0.676693609625
4120	2M00135520+7107430	211.95	1.95	2.3262334209	0.290034611363
4243	2M00142410+6239430	243.92	4.82	2.38724741136	0.683047038239
4120	2M00144033+7135418	226.44	3.13	2.35495314621	0.495544337546
4120	2M00145508+7021380	249.52	2.48	2.39710536175	0.394451680826
4243	2M00165060+6253560	240.74	4.07	2.38154825619	0.609594409225
4217	2M00170286+8457182	215.34	5.24	2.33312470872	0.719331286984
4243	2M00171524+6206306	224.34	2.02	2.35090671554	0.305351369447
4250	2M00175039+5903271	244.98	2.11	2.38913063031	0.324282455298
4119	2M00175717+6532046	228.12	3.7	2.35816336291	0.568201724067
4119	2M00181612+6545368	213.7	2.19	2.32980452216	0.34044411484
4119	2M00182191+6628225	227.77	2.02	2.3574965218	0.305351369447
4119	2M00184127+6723106	194.85	4.6	2.28970041013	0.662757831682
4119	2M00185323+6749130	204.31	6.56	2.3102896238	0.816903839376
4120	2M00185904+7201570	208.88	8.19	2.31989685881	0.91328390176
4119	2M00191072+6608488	212.42	5.26	2.3271954045	0.720985744154
4120	2M00191232+7002582	197.25	8.79	2.29501701188	0.943988875074
4119	2M00192309+6719245	215.22	4.65	2.33288262706	0.66745295289
4243	2M00200554+6203587	247.54	5.01	2.39364538661	0.699837725867
4243	2M00201742+6227498	196.84	1.12	2.29411335636	0.0492180226702
4243	2M00205360+6227314	213.68	3.36	2.32976387501	0.52633927739
4243	2M00210121+6246144	227.83	1.91	2.35761091016	0.281033367248
4217	2M00210873+8401299	309.92	2.9	2.49124960338	0.462397997899
4243	2M00211297+6238345	228.16	2.7	2.35823950817	0.431363764159
4119	2M00212224+6700192	190.77	4.21	2.2805100797	0.624282095836
4250	2M00212642+5803567	218.51	5.46	2.33947131703	0.737192642705
4119	2M00215883+6758451	190.11	2.75	2.27900496184	0.43933269383
4243	2M00220340+6211063	221.97	5.28	2.34629428204	0.722633922534
4243	2M00225332+6214290	254.16	1.68	2.40510720182	0.225309281726
4256	2M00225969+5502573	224.74	3.77	2.35168037653	0.576341350206
4256	2M00231353+5448125	238.53	4.39	2.37754300818	0.642464520242
4250	2M00234374+5950532	225.99	3.06	2.35408922215	0.485721426482
4256	2M00234573+5353478	193.7	2.16	2.28712962072	0.334453751151
4256	2M00235280+5441197	213.77	4.82	2.32994675724	0.683047038239
4243	2M00240351+6227079	249.51	2.43	2.3970879562	0.385606273598
4119	2M00240366+6530599	218.53	4.38	2.33951106575	0.641474110504
4250	2M00241698+5832521	222.45	4.07	2.34723241008	0.609594409225
4243	2M00245787+6212255	202.64	7.14	2.30672517678	0.853698211776
4250	2M00251984+5815310	210.54	4.98	2.3233346186	0.69722934276
4120	2M00255124+7148258	234.26	1.68	2.36969813895	0.225309281726
4119	2M00260267+6750452	213.99	5.3	2.33039347874	0.724275869601
4243	2M00260509+6222219	249.53	3.25	2.3971227666	0.511883360979
4119	2M00261713+6759459	245.94	1.44	2.3908291687	0.158362492095
4256	2M00271112+5434331	284.12	1.43	2.453501806	0.155336037465
4286	2M00271245+4959086	195.06	5.83	2.29016821988	0.765668554759
4250	2M00274050+5833140	226.22	2.89	2.35453099805	0.460897842757
4286	2M00281201+5015118	236.95	1.17	2.37465671304	0.0681858617462
4217	2M00284036+8418313	193.44	3.8	2.28654628352	0.579783596617
4250	2M00284066+5913049	198.53	2.93	2.29782614259	0.466867620354
4243	2M00284518+6239253	213.96	4.46	2.33033258922	0.649334858712
4256	2M00285254+5527583	198.42	3.93	2.2975854453	0.594392550375
4119	2M00290883+6527215	222.85	7.87	2.34801263842	0.895974732359
4256	2M00293356+5534199	224.73	4.26	2.35166105179	0.629409599103
4256	2M00294027+5548130	238.02	3.25	2.37661345086	0.511883360979
4256	2M00295390+5612073	241.32	2.27	2.38259331664	0.356025857193
4250	2M00300828+6010129	214.62	9.86	2.33167019053	0.993876914941
4243	2M00301547+6235219	251.93	3.66	2.40127988667	0.563481085394
4256	2M00301648+5450181	220.87	6.19	2.34413673118	0.79169064902
4256	2M00304457+5401391	247.37	0.61	2.39334702907	-0.214670164989
4119	2M00304683+6639228	206.42	4.46	2.31475177372	0.649334858712
4119	2M00304924+6607517	218.06	5.31	2.33857600775	0.725094521081
4120	2M00305006+7107566	202.69	3.64	2.30683232268	0.561101383649
4256	2M00310135+5539101	210.34	4.69	2.32292186958	0.671172842715
4243	2M00311664+6220376	217.79	5.63	2.3380379349	0.750508394851
4120	2M00311738+7107191	207.72	6.27	2.31747831392	0.797267540831
4119	2M00312524+6631105	219.43	4.09	2.34129600311	0.611723308007
4250	2M00313996+5803320	211.77	7.63	2.32586443662	0.882524537955
4120	2M00314827+7045524	224.17	5.75	2.35057749182	0.75966784469
4119	2M00315472+6749124	214.64	5.65	2.33171065966	0.752048447819
4256	2M00320067+5424314	252.62	1.86	2.4024677308	0.269512944218
4119	2M00320285+6709401	350.2	15.04	2.54431614175	1.17724783626
4119	2M00321589+6732383	241.86	1.8	2.38356404854	0.255272505103
4119	2M00322911+6614155	228.28	1.96	2.35846786388	0.292256071356
4256	2M00324690+5439262	240.58	0.43	2.38125952055	-0.36653154442
4286	2M00325160+4919393	214.26	1.31	2.33094110058	0.117271295656
4256	2M00325695+5413585	259.64	1.0	2.41437160046	0.0
4256	2M00325813+5417131	269.25	0.86	2.43015571197	-0.0655015487564
4250	2M00330087+5856180	220.78	7.58	2.34395972901	0.879669205632
4256	2M00331264+5431412	246.81	1.4	2.39236275203	0.146128035678
4256	2M00331649+5545384	245.87	1.97	2.39070554123	0.294466226162
4120	2M00331924+7058544	207.44	2.56	2.31689250376	0.408239965312
4256	2M00333811+5325562	223.18	5.29	2.34865527325	0.723455672035
4256	2M00335225+5506008	218.8	1.8	2.34004731766	0.255272505103
4286	2M00342259+4957200	222.63	4.48	2.34758368631	0.651278013998
4412	2M00342310+3952237	204.66	5.19	2.31103296979	0.715167357848
4119	2M00342491+6645012	208.44	2.79	2.31898106449	0.445604203274
4217	2M00342958+8502436	208.97	7.18	2.32008394272	0.856124444242
4250	2M00343382+5740459	230.34	2.84	2.3623693625	0.453318340047
4119	2M00343745+6730594	215.57	4.0	2.33358832172	0.602059991328
4286	2M00344435+5159462	224.34	6.04	2.35090671554	0.781036938621
4119	2M00345253+6622420	270.54	0.55	2.43223148569	-0.259637310506
4243	2M00345870+6210173	221.31	2.41	2.34500103818	0.382017042575
4243	2M00350607+6258585	231.94	5.46	2.36537565283	0.737192642705
4412	2M00350661+3953214	244.36	4.23	2.38803011646	0.626340367375
4256	2M00351465+5604583	215.8	5.89	2.33405144035	0.770115294787
4256	2M00352912+5412127	227.9	2.29	2.35774432518	0.35983548234
4243	2M00361785+6221245	226.37	2.26	2.35481887085	0.354108439147
4412	AP00362166+4128331	342.15	22.73	2.53421654433	1.35659943572
4412	2M00364673+4019421	278.3	2.46	2.44451320633	0.390935107103
4412	2M00364843+4041177	197.63	4.9	2.29585287064	0.690196080029
4256	2M00364893+5331431	214.45	1.68	2.33132605058	0.225309281726
4256	2M00371088+5550097	220.43	2.56	2.34327070065	0.408239965312
4476	2M00373172+1720548	192.74	4.56	2.28497185465	0.658964842664
4250	2M00373721+5759323	212.9	5.03	2.32817566144	0.701567985056
4412	AP00380025+4043560	255.32	1.74	2.40708483576	0.240549248283
4250	2M00380184+5851432	198.9	5.19	2.29863478312	0.715167357848
4250	2M00384777+5815007	224.52	5.27	2.35125503355	0.721810615213
4412	2M00385694+4110284	278.59	2.41	2.44496552335	0.382017042575
4413	2M00385694+4110284	253.45	1.0	2.40389229556	0.0
4412	2M00390032+4040161	230.93	4.72	2.36348035556	0.673941998634
4412	AP00391846+4032582	261.57	0.78	2.41758793238	-0.10790539731
4413	AP00392574+4123332	235.21	0.73	2.37145578191	-0.13667713988
4412	AP00393373+4031147	231.12	1.44	2.36383752884	0.158362492095
4413	AP00393373+4031147	238.53	2.37	2.37754300818	0.37474834601
4413	AP00394460+4052552	220.7	2.96	2.34380233316	0.471291711059
4413	AP00395102+4058107	250.36	2.69	2.39856494288	0.429752280002
4413	AP00395527+4147461	371.13	2.12	2.56952606162	0.326335860929
4413	2M00395653+4034232	246.03	5.09	2.39098806662	0.706717782337
4256	2M00400320+5443539	219.54	3.81	2.34151365987	0.580924975676
4413	2M00401679+4152270	209.34	7.57	2.32085221983	0.8790958795
4412	AP00402288+4141141	270.4	0.84	2.43200668727	-0.0757207139381
4412	AP00403028+4116087	285.6	1.5	2.4557582031	0.176091259056
4412	AP00403029+4116087	240.63	1.9	2.38134977106	0.278753600953
4413	AP00403070+4136556	242.15	2.59	2.38408447338	0.413299764081
4412	AP00403071+4136557	225.53	1.12	2.35320431991	0.0492180226702
